Name	VotesAllowed	NumberElected	NumberRunoff	IsPartisan	Office	PrimaryParty
PA House District 164 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 164	Independent Party
PA House District 165 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 165	Independent Party
PA House District 166 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 166	Independent Party
PA House District 167 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 167	Independent Party
PA House District 168 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 168	Independent Party
PA House District 169 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 169	Independent Party
PA House District 170 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 170	Independent Party
PA House District 171 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 171	Independent Party
PA House District 172 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 172	Independent Party
PA House District 173 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 173	Independent Party
PA House District 174 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 174	Independent Party
PA House District 175 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 175	Independent Party
PA House District 176 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 176	Independent Party
PA House District 177 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 177	Independent Party
PA House District 178 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 178	Independent Party
PA House District 179 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 179	Independent Party
PA House District 180 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 180	Independent Party
PA House District 181 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 181	Independent Party
PA House District 182 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 182	Independent Party
PA House District 183 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 183	Independent Party
PA House District 184 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 184	Independent Party
PA House District 185 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 185	Independent Party
PA House District 186 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 186	Independent Party
PA House District 187 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 187	Independent Party
PA House District 188 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 188	Independent Party
PA House District 189 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 189	Independent Party
PA House District 190 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 190	Independent Party
PA House District 191 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 191	Independent Party
PA House District 192 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 192	Independent Party
PA House District 193 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 193	Independent Party
PA House District 194 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 194	Independent Party
PA House District 195 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 195	Independent Party
PA House District 196 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 196	Independent Party
PA House District 197 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 197	Independent Party
PA House District 198 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 198	Independent Party
PA House District 199 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 199	Independent Party
PA House District 200 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 200	Independent Party
PA House District 201 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 201	Independent Party
PA House District 202 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 202	Independent Party
PA House District 203 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA House District 203	Independent Party
PA Senate District 1 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 1	Independent Party
PA Senate District 2 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 2	Independent Party
PA Senate District 3 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 3	Independent Party
PA Senate District 4 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 4	Independent Party
PA Senate District 5 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 5	Independent Party
PA Senate District 6 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 6	Independent Party
PA Senate District 7 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 7	Independent Party
PA Senate District 8 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 8	Independent Party
PA Senate District 9 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 9	Independent Party
PA Senate District 10 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 10	Independent Party
PA Senate District 11 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 11	Independent Party
PA Senate District 12 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 12	Independent Party
PA Senate District 13 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 13	Independent Party
PA Senate District 14 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 14	Independent Party
PA Senate District 15 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 15	Independent Party
PA Senate District 16 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 16	Independent Party
PA Senate District 17 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 17	Independent Party
PA Senate District 18 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 18	Independent Party
PA Senate District 19 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 19	Independent Party
PA Senate District 20 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 20	Independent Party
PA Senate District 21 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 21	Independent Party
PA Senate District 22 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 22	Independent Party
PA Senate District 23 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 23	Independent Party
PA Senate District 24 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 24	Independent Party
PA Senate District 25 (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	PA Senate District 25	Independent Party
US Senate PA (No Affiliation Primary) (Independent Party Primary)	1	1	0	True	US Senate PA	Independent Party
PA Governor (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	PA Governor	No Affiliation
US House PA District 1 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 1	No Affiliation
US House PA District 2 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 2	No Affiliation
US House PA District 3 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 3	No Affiliation
US House PA District 4 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 4	No Affiliation
US House PA District 5 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 5	No Affiliation
US House PA District 6 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 6	No Affiliation
US House PA District 7 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 7	No Affiliation
US House PA District 8 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 8	No Affiliation
US House PA District 9 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 9	No Affiliation
US House PA District 10 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 10	No Affiliation
US House PA District 11 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 11	No Affiliation
US House PA District 12 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 12	No Affiliation
US House PA District 13 (Democratic Party Primary) (No Affiliation Primary)	1	1	0	True	US House PA District 13	No Affiliation
